img21_patch_0   	 TEM_VASOS 
img25_patch_178   	 TEM_VASOS 
img25_patch_179   	 NAO_TEM_VASOS 
img25_patch_180   	 NAO_TEM_VASOS 
img25_patch_181   	 TEM_VASOS 
img25_patch_182   	 NAO_TEM_VASOS 
img25_patch_183   	 TEM_VASOS 
img25_patch_184   	 TEM_VASOS 
img25_patch_185   	 TEM_VASOS 
img25_patch_186   	 TEM_VASOS 
img25_patch_187   	 NAO_TEM_VASOS 
img25_patch_188   	 TEM_VASOS 
img25_patch_189   	 TEM_VASOS 
img25_patch_190   	 NAO_TEM_VASOS 
img25_patch_191   	 NAO_TEM_VASOS 
img25_patch_192   	 TEM_VASOS 
img25_patch_193   	 NAO_TEM_VASOS 
img25_patch_194   	 TEM_VASOS 
img25_patch_195   	 TEM_VASOS 
img25_patch_196   	 NAO_TEM_VASOS 
img25_patch_197   	 TEM_VASOS 
img25_patch_198   	 TEM_VASOS 
img25_patch_199   	 TEM_VASOS 
img25_patch_200   	 TEM_VASOS 
img25_patch_201   	 NAO_TEM_VASOS 
img25_patch_202   	 TEM_VASOS 
img25_patch_203   	 TEM_VASOS 
img25_patch_204   	 TEM_VASOS 
img25_patch_205   	 TEM_VASOS 
img25_patch_206   	 TEM_VASOS 
img25_patch_207   	 NAO_TEM_VASOS 
img25_patch_208   	 NAO_TEM_VASOS 
img25_patch_209   	 TEM_VASOS 
img25_patch_210   	 NAO_TEM_VASOS 
img25_patch_211   	 TEM_VASOS 
img25_patch_212   	 TEM_VASOS 
img25_patch_213   	 TEM_VASOS 
img25_patch_214   	 TEM_VASOS 
img25_patch_215   	 TEM_VASOS 
img25_patch_216   	 NAO_TEM_VASOS 
img25_patch_217   	 NAO_TEM_VASOS 
img25_patch_218   	 NAO_TEM_VASOS 
img25_patch_219   	 TEM_VASOS 
img25_patch_220   	 TEM_VASOS 
img25_patch_221   	 TEM_VASOS 
img25_patch_222   	 TEM_VASOS 
img25_patch_223   	 NAO_TEM_VASOS 
img25_patch_224   	 TEM_VASOS 
img25_patch_225   	 NAO_TEM_VASOS 
img25_patch_226   	 NAO_TEM_VASOS 
img25_patch_227   	 NAO_TEM_VASOS 
img25_patch_228   	 TEM_VASOS 
img25_patch_229   	 TEM_VASOS 
img25_patch_230   	 TEM_VASOS 
img25_patch_231   	 NAO_TEM_VASOS 
img25_patch_232   	 TEM_VASOS 
img25_patch_233   	 NAO_TEM_VASOS 
img25_patch_234   	 TEM_VASOS 
img25_patch_235   	 TEM_VASOS 
img25_patch_236   	 TEM_VASOS 
img25_patch_237   	 TEM_VASOS 
img25_patch_238   	 TEM_VASOS 
img25_patch_239   	 TEM_VASOS 
img25_patch_240   	 TEM_VASOS 
img25_patch_241   	 TEM_VASOS 
img25_patch_242   	 TEM_VASOS 
img25_patch_243   	 TEM_VASOS 
img25_patch_244   	 TEM_VASOS 
img25_patch_245   	 NAO_TEM_VASOS 
img25_patch_246   	 NAO_TEM_VASOS 
img25_patch_247   	 TEM_VASOS 
img25_patch_248   	 NAO_TEM_VASOS 
img25_patch_249   	 NAO_TEM_VASOS 
img25_patch_250   	 TEM_VASOS 
img25_patch_251   	 TEM_VASOS 
img25_patch_252   	 TEM_VASOS 
img25_patch_253   	 TEM_VASOS 
img25_patch_254   	 TEM_VASOS 
img25_patch_255   	 TEM_VASOS 
img25_patch_256   	 TEM_VASOS 
img25_patch_257   	 TEM_VASOS 
img25_patch_258   	 TEM_VASOS 
img25_patch_259   	 TEM_VASOS 
img25_patch_260   	 TEM_VASOS 
img25_patch_261   	 TEM_VASOS 
img25_patch_262   	 TEM_VASOS 
img25_patch_263   	 TEM_VASOS 
img25_patch_264   	 TEM_VASOS 
img25_patch_265   	 TEM_VASOS 
img25_patch_266   	 TEM_VASOS 
img25_patch_267   	 NAO_TEM_VASOS 
img25_patch_268   	 NAO_TEM_VASOS 
img25_patch_269   	 TEM_VASOS 
img25_patch_270   	 NAO_TEM_VASOS 
img25_patch_271   	 TEM_VASOS 
img25_patch_272   	 TEM_VASOS 
img26_patch_0   	 TEM_VASOS 
img26_patch_1   	 TEM_VASOS 
img26_patch_2   	 TEM_VASOS 
img26_patch_3   	 TEM_VASOS 
img26_patch_4   	 TEM_VASOS 
img26_patch_5   	 NAO_TEM_VASOS 
img26_patch_6   	 TEM_VASOS 
img26_patch_7   	 TEM_VASOS 
img26_patch_8   	 TEM_VASOS 
img26_patch_9   	 TEM_VASOS 
img26_patch_10   	 TEM_VASOS 
img26_patch_11   	 TEM_VASOS 
img26_patch_12   	 TEM_VASOS 
img26_patch_13   	 NAO_TEM_VASOS 
img26_patch_14   	 NAO_TEM_VASOS 
img26_patch_15   	 TEM_VASOS 
img26_patch_16   	 TEM_VASOS 
img26_patch_17   	 TEM_VASOS 
img26_patch_18   	 TEM_VASOS 
img26_patch_19   	 TEM_VASOS 
img26_patch_20   	 TEM_VASOS 
img26_patch_21   	 NAO_TEM_VASOS 
img26_patch_22   	 TEM_VASOS 
img26_patch_23   	 TEM_VASOS 
img26_patch_24   	 TEM_VASOS 
img26_patch_25   	 TEM_VASOS 
img26_patch_26   	 NAO_TEM_VASOS 
img26_patch_27   	 NAO_TEM_VASOS 
img26_patch_28   	 TEM_VASOS 
img26_patch_29   	 NAO_TEM_VASOS 
img26_patch_30   	 TEM_VASOS 
img26_patch_31   	 TEM_VASOS 
img26_patch_32   	 TEM_VASOS 
img26_patch_33   	 NAO_TEM_VASOS 
img26_patch_34   	 NAO_TEM_VASOS 
img26_patch_35   	 NAO_TEM_VASOS 
img26_patch_36   	 NAO_TEM_VASOS 
img26_patch_37   	 NAO_TEM_VASOS 
img26_patch_38   	 TEM_VASOS 
img26_patch_39   	 TEM_VASOS 
img26_patch_40   	 NAO_TEM_VASOS 
img26_patch_41   	 NAO_TEM_VASOS 
img26_patch_42   	 TEM_VASOS 
img26_patch_43   	 NAO_TEM_VASOS 
img26_patch_44   	 TEM_VASOS 
img26_patch_45   	 TEM_VASOS 
img26_patch_46   	 NAO_TEM_VASOS 
img26_patch_47   	 NAO_TEM_VASOS 
img26_patch_48   	 TEM_VASOS 
img26_patch_49   	 NAO_TEM_VASOS 
img26_patch_50   	 NAO_TEM_VASOS 
img26_patch_51   	 NAO_TEM_VASOS 
img26_patch_52   	 NAO_TEM_VASOS 
img26_patch_53   	 TEM_VASOS 
img26_patch_54   	 TEM_VASOS 
img26_patch_55   	 TEM_VASOS 
img26_patch_56   	 NAO_TEM_VASOS 
img26_patch_57   	 NAO_TEM_VASOS 
img26_patch_58   	 TEM_VASOS 
img26_patch_59   	 TEM_VASOS 
img26_patch_60   	 TEM_VASOS 
img26_patch_61   	 NAO_TEM_VASOS 
img26_patch_62   	 NAO_TEM_VASOS 
img26_patch_63   	 NAO_TEM_VASOS 
img26_patch_64   	 TEM_VASOS 
img26_patch_65   	 NAO_TEM_VASOS 
img26_patch_66   	 NAO_TEM_VASOS 
img26_patch_67   	 NAO_TEM_VASOS 
img26_patch_68   	 TEM_VASOS 
img26_patch_69   	 TEM_VASOS 
img26_patch_70   	 NAO_TEM_VASOS 
img26_patch_71   	 TEM_VASOS 
img26_patch_72   	 TEM_VASOS 
img26_patch_73   	 NAO_TEM_VASOS 
img26_patch_74   	 NAO_TEM_VASOS 
img26_patch_75   	 TEM_VASOS 
img26_patch_76   	 NAO_TEM_VASOS 
img26_patch_77   	 TEM_VASOS 
img26_patch_78   	 NAO_TEM_VASOS 
img26_patch_79   	 NAO_TEM_VASOS 
img26_patch_80   	 NAO_TEM_VASOS 
img26_patch_81   	 NAO_TEM_VASOS 
img26_patch_82   	 TEM_VASOS 
img26_patch_83   	 NAO_TEM_VASOS 
img26_patch_84   	 NAO_TEM_VASOS 
img26_patch_85   	 TEM_VASOS 
img26_patch_86   	 NAO_TEM_VASOS 
img26_patch_87   	 NAO_TEM_VASOS 
img26_patch_88   	 TEM_VASOS 
img26_patch_89   	 TEM_VASOS 
img26_patch_90   	 TEM_VASOS 
img26_patch_91   	 TEM_VASOS 
img26_patch_92   	 NAO_TEM_VASOS 
img26_patch_93   	 TEM_VASOS 
img26_patch_94   	 TEM_VASOS 
img26_patch_95   	 TEM_VASOS 
img26_patch_96   	 NAO_TEM_VASOS 
img26_patch_97   	 NAO_TEM_VASOS 
img26_patch_98   	 NAO_TEM_VASOS 
img26_patch_99   	 TEM_VASOS 
img26_patch_100   	 NAO_TEM_VASOS 
img26_patch_101   	 NAO_TEM_VASOS 
img26_patch_102   	 NAO_TEM_VASOS 
img26_patch_103   	 NAO_TEM_VASOS 
img26_patch_104   	 TEM_VASOS 
img26_patch_105   	 NAO_TEM_VASOS 
img26_patch_106   	 TEM_VASOS 
img26_patch_107   	 NAO_TEM_VASOS 
img26_patch_108   	 TEM_VASOS 
img26_patch_109   	 TEM_VASOS 
img26_patch_110   	 TEM_VASOS 
img26_patch_111   	 TEM_VASOS 
img26_patch_112   	 NAO_TEM_VASOS 
img26_patch_113   	 TEM_VASOS 
img26_patch_114   	 TEM_VASOS 
img26_patch_115   	 TEM_VASOS 
img26_patch_116   	 TEM_VASOS 
img26_patch_117   	 TEM_VASOS 
img26_patch_118   	 NAO_TEM_VASOS 
img26_patch_119   	 NAO_TEM_VASOS 
img26_patch_120   	 NAO_TEM_VASOS 
img26_patch_121   	 NAO_TEM_VASOS 
img26_patch_122   	 NAO_TEM_VASOS 
img26_patch_123   	 NAO_TEM_VASOS 
img26_patch_124   	 TEM_VASOS 
img26_patch_125   	 TEM_VASOS 
img26_patch_126   	 TEM_VASOS 
img26_patch_127   	 NAO_TEM_VASOS 
img26_patch_128   	 NAO_TEM_VASOS 
img26_patch_129   	 TEM_VASOS 
img26_patch_130   	 NAO_TEM_VASOS 
img26_patch_131   	 TEM_VASOS 
img26_patch_132   	 NAO_TEM_VASOS 
img26_patch_133   	 TEM_VASOS 
img26_patch_134   	 TEM_VASOS 
img26_patch_135   	 TEM_VASOS 
img26_patch_136   	 NAO_TEM_VASOS 
img26_patch_137   	 NAO_TEM_VASOS 
img26_patch_138   	 NAO_TEM_VASOS 
img26_patch_139   	 NAO_TEM_VASOS 
img26_patch_140   	 TEM_VASOS 
img26_patch_141   	 TEM_VASOS 
img26_patch_142   	 TEM_VASOS 
img26_patch_143   	 NAO_TEM_VASOS 
img26_patch_144   	 TEM_VASOS 
img26_patch_145   	 NAO_TEM_VASOS 
img26_patch_146   	 NAO_TEM_VASOS 
img26_patch_147   	 TEM_VASOS 
img26_patch_148   	 NAO_TEM_VASOS 
img26_patch_149   	 TEM_VASOS 
img26_patch_150   	 TEM_VASOS 
img26_patch_151   	 TEM_VASOS 
img26_patch_152   	 NAO_TEM_VASOS 
img26_patch_153   	 TEM_VASOS 
img26_patch_154   	 TEM_VASOS 
img26_patch_155   	 NAO_TEM_VASOS 
img26_patch_156   	 NAO_TEM_VASOS 
img26_patch_157   	 NAO_TEM_VASOS 
img26_patch_158   	 NAO_TEM_VASOS 
img26_patch_159   	 TEM_VASOS 
img26_patch_160   	 TEM_VASOS 
img26_patch_161   	 TEM_VASOS 
img26_patch_162   	 NAO_TEM_VASOS 
img26_patch_163   	 TEM_VASOS 
img26_patch_164   	 TEM_VASOS 
img26_patch_165   	 TEM_VASOS 
img26_patch_166   	 NAO_TEM_VASOS 
img26_patch_167   	 TEM_VASOS 
img26_patch_168   	 NAO_TEM_VASOS 
img26_patch_169   	 TEM_VASOS 
img26_patch_170   	 TEM_VASOS 
img26_patch_171   	 NAO_TEM_VASOS 
img26_patch_172   	 TEM_VASOS 
img26_patch_173   	 TEM_VASOS 
img26_patch_174   	 NAO_TEM_VASOS 
img26_patch_175   	 NAO_TEM_VASOS 
img26_patch_176   	 NAO_TEM_VASOS 
img26_patch_177   	 TEM_VASOS 
img26_patch_178   	 TEM_VASOS 
img26_patch_179   	 TEM_VASOS 
img26_patch_180   	 NAO_TEM_VASOS 
img26_patch_181   	 TEM_VASOS 
img26_patch_182   	 TEM_VASOS 
img26_patch_183   	 TEM_VASOS 
img26_patch_184   	 NAO_TEM_VASOS 
img26_patch_185   	 TEM_VASOS 
img26_patch_186   	 NAO_TEM_VASOS 
img26_patch_187   	 NAO_TEM_VASOS 
img26_patch_188   	 NAO_TEM_VASOS 
img26_patch_189   	 TEM_VASOS 
img26_patch_190   	 NAO_TEM_VASOS 
img26_patch_191   	 NAO_TEM_VASOS 
img26_patch_192   	 NAO_TEM_VASOS 
img26_patch_193   	 NAO_TEM_VASOS 
img26_patch_194   	 NAO_TEM_VASOS 
img26_patch_195   	 TEM_VASOS 
img26_patch_196   	 TEM_VASOS 
img26_patch_197   	 NAO_TEM_VASOS 
img26_patch_198   	 NAO_TEM_VASOS 
img26_patch_199   	 TEM_VASOS 
img26_patch_200   	 TEM_VASOS 
img26_patch_201   	 TEM_VASOS 
img26_patch_202   	 TEM_VASOS 
img26_patch_203   	 NAO_TEM_VASOS 
img26_patch_204   	 NAO_TEM_VASOS 
img26_patch_205   	 NAO_TEM_VASOS 
img26_patch_206   	 NAO_TEM_VASOS 
img26_patch_207   	 TEM_VASOS 
img26_patch_208   	 NAO_TEM_VASOS 
img26_patch_209   	 TEM_VASOS 
img26_patch_210   	 NAO_TEM_VASOS 
img26_patch_211   	 NAO_TEM_VASOS 
img26_patch_212   	 NAO_TEM_VASOS 
img26_patch_213   	 TEM_VASOS 
img26_patch_214   	 NAO_TEM_VASOS 
img26_patch_215   	 NAO_TEM_VASOS 
img26_patch_216   	 TEM_VASOS 
img26_patch_217   	 NAO_TEM_VASOS 
img26_patch_218   	 TEM_VASOS 
img26_patch_219   	 TEM_VASOS 
img26_patch_220   	 TEM_VASOS 
img26_patch_221   	 NAO_TEM_VASOS 
img26_patch_222   	 NAO_TEM_VASOS 
img26_patch_223   	 NAO_TEM_VASOS 
img26_patch_224   	 NAO_TEM_VASOS 
img26_patch_225   	 TEM_VASOS 
img26_patch_226   	 NAO_TEM_VASOS 
img26_patch_227   	 NAO_TEM_VASOS 
img26_patch_228   	 NAO_TEM_VASOS 
img26_patch_229   	 NAO_TEM_VASOS 
img26_patch_230   	 NAO_TEM_VASOS 
img26_patch_231   	 NAO_TEM_VASOS 
img26_patch_232   	 TEM_VASOS 
img26_patch_233   	 TEM_VASOS 
img26_patch_234   	 TEM_VASOS 
img26_patch_235   	 NAO_TEM_VASOS 
img26_patch_236   	 NAO_TEM_VASOS 
img26_patch_237   	 NAO_TEM_VASOS 
img26_patch_238   	 NAO_TEM_VASOS 
img26_patch_239   	 NAO_TEM_VASOS 
img26_patch_240   	 NAO_TEM_VASOS 
img26_patch_241   	 NAO_TEM_VASOS 
img26_patch_242   	 NAO_TEM_VASOS 
img26_patch_243   	 NAO_TEM_VASOS 
img26_patch_244   	 NAO_TEM_VASOS 
img26_patch_245   	 NAO_TEM_VASOS 
img26_patch_246   	 NAO_TEM_VASOS 
img26_patch_247   	 TEM_VASOS 
img26_patch_248   	 TEM_VASOS 
img26_patch_249   	 NAO_TEM_VASOS 
img26_patch_250   	 NAO_TEM_VASOS 
img26_patch_251   	 NAO_TEM_VASOS 
img26_patch_252   	 NAO_TEM_VASOS 
img26_patch_253   	 NAO_TEM_VASOS 
img26_patch_254   	 NAO_TEM_VASOS 
img26_patch_255   	 NAO_TEM_VASOS 
img26_patch_256   	 NAO_TEM_VASOS 
img26_patch_257   	 NAO_TEM_VASOS 
img26_patch_258   	 NAO_TEM_VASOS 
img26_patch_259   	 NAO_TEM_VASOS 
img26_patch_260   	 NAO_TEM_VASOS 
img26_patch_261   	 NAO_TEM_VASOS 
img26_patch_262   	 NAO_TEM_VASOS 
img26_patch_263   	 NAO_TEM_VASOS 
img26_patch_264   	 NAO_TEM_VASOS 
img26_patch_265   	 NAO_TEM_VASOS 
img26_patch_266   	 NAO_TEM_VASOS 
img26_patch_267   	 NAO_TEM_VASOS 
img26_patch_268   	 NAO_TEM_VASOS 
img26_patch_269   	 NAO_TEM_VASOS 
img26_patch_270   	 NAO_TEM_VASOS 
img26_patch_271   	 NAO_TEM_VASOS 
img27_patch_0   	 NAO_TEM_VASOS 
img27_patch_1   	 NAO_TEM_VASOS 
img27_patch_2   	 NAO_TEM_VASOS 
img27_patch_3   	 NAO_TEM_VASOS 
img27_patch_4   	 NAO_TEM_VASOS 
img27_patch_5   	 NAO_TEM_VASOS 
img27_patch_6   	 NAO_TEM_VASOS 
img27_patch_7   	 NAO_TEM_VASOS 
img27_patch_8   	 NAO_TEM_VASOS 
img27_patch_9   	 NAO_TEM_VASOS 
img27_patch_10   	 NAO_TEM_VASOS 
img27_patch_11   	 NAO_TEM_VASOS 
img27_patch_12   	 NAO_TEM_VASOS 
img27_patch_13   	 TEM_VASOS 
img27_patch_14   	 TEM_VASOS 
img27_patch_15   	 NAO_TEM_VASOS 
img27_patch_16   	 TEM_VASOS 
img27_patch_17   	 NAO_TEM_VASOS 
img27_patch_18   	 NAO_TEM_VASOS 
img27_patch_19   	 NAO_TEM_VASOS 
img27_patch_20   	 NAO_TEM_VASOS 
img27_patch_21   	 NAO_TEM_VASOS 
img27_patch_22   	 NAO_TEM_VASOS 
img27_patch_23   	 NAO_TEM_VASOS 
img27_patch_24   	 TEM_VASOS 
img27_patch_25   	 NAO_TEM_VASOS 
img27_patch_26   	 TEM_VASOS 
img27_patch_27   	 TEM_VASOS 
img27_patch_28   	 NAO_TEM_VASOS 
img27_patch_29   	 TEM_VASOS 
img27_patch_30   	 NAO_TEM_VASOS 
img27_patch_31   	 TEM_VASOS 
img27_patch_32   	 NAO_TEM_VASOS 
img27_patch_33   	 NAO_TEM_VASOS 
img27_patch_34   	 NAO_TEM_VASOS 
img27_patch_35   	 NAO_TEM_VASOS 
img27_patch_36   	 NAO_TEM_VASOS 
img27_patch_37   	 TEM_VASOS 
img27_patch_38   	 NAO_TEM_VASOS 
img27_patch_39   	 NAO_TEM_VASOS 
img27_patch_40   	 TEM_VASOS 
img27_patch_41   	 TEM_VASOS 
img27_patch_42   	 TEM_VASOS 
img27_patch_43   	 NAO_TEM_VASOS 
img27_patch_44   	 TEM_VASOS 
img27_patch_45   	 NAO_TEM_VASOS 
img27_patch_46   	 TEM_VASOS 
img27_patch_47   	 NAO_TEM_VASOS 
img27_patch_48   	 TEM_VASOS 
img27_patch_49   	 NAO_TEM_VASOS 
img27_patch_50   	 NAO_TEM_VASOS 
img27_patch_51   	 NAO_TEM_VASOS 
img27_patch_52   	 NAO_TEM_VASOS 
img27_patch_53   	 TEM_VASOS 
img27_patch_54   	 TEM_VASOS 
img27_patch_55   	 TEM_VASOS 
img27_patch_56   	 TEM_VASOS 
img27_patch_57   	 NAO_TEM_VASOS 
img27_patch_58   	 TEM_VASOS 
img27_patch_59   	 TEM_VASOS 
img27_patch_60   	 TEM_VASOS 
img27_patch_61   	 NAO_TEM_VASOS 
img27_patch_62   	 TEM_VASOS 
img27_patch_63   	 TEM_VASOS 
img27_patch_64   	 NAO_TEM_VASOS 
img27_patch_65   	 TEM_VASOS 
img27_patch_66   	 NAO_TEM_VASOS 
img27_patch_67   	 NAO_TEM_VASOS 
img27_patch_68   	 TEM_VASOS 
img27_patch_69   	 TEM_VASOS 
img27_patch_70   	 NAO_TEM_VASOS 
img27_patch_71   	 NAO_TEM_VASOS 
img27_patch_72   	 TEM_VASOS 
img27_patch_73   	 TEM_VASOS 
img27_patch_74   	 NAO_TEM_VASOS 
img27_patch_75   	 TEM_VASOS 
img27_patch_76   	 NAO_TEM_VASOS 
img27_patch_77   	 TEM_VASOS 
img27_patch_78   	 TEM_VASOS 
img27_patch_79   	 TEM_VASOS 
img27_patch_80   	 TEM_VASOS 
img27_patch_81   	 NAO_TEM_VASOS 
img27_patch_82   	 TEM_VASOS 
img27_patch_83   	 NAO_TEM_VASOS 
img27_patch_84   	 NAO_TEM_VASOS 
img27_patch_85   	 NAO_TEM_VASOS 
img27_patch_86   	 NAO_TEM_VASOS 
img27_patch_87   	 NAO_TEM_VASOS 
img27_patch_88   	 TEM_VASOS 
img27_patch_89   	 NAO_TEM_VASOS 
img27_patch_90   	 TEM_VASOS 
img27_patch_91   	 TEM_VASOS 
img27_patch_92   	 NAO_TEM_VASOS 
img27_patch_93   	 TEM_VASOS 
img27_patch_94   	 NAO_TEM_VASOS 
img27_patch_95   	 NAO_TEM_VASOS 
img27_patch_96   	 TEM_VASOS 
img27_patch_97   	 NAO_TEM_VASOS 
img27_patch_98   	 TEM_VASOS 
img27_patch_99   	 TEM_VASOS 
img27_patch_100   	 TEM_VASOS 
img27_patch_101   	 NAO_TEM_VASOS 
img27_patch_102   	 NAO_TEM_VASOS 
img27_patch_103   	 NAO_TEM_VASOS 
img27_patch_104   	 NAO_TEM_VASOS 
img27_patch_105   	 TEM_VASOS 
img27_patch_106   	 TEM_VASOS 
img27_patch_107   	 TEM_VASOS 
img27_patch_108   	 TEM_VASOS 
img27_patch_109   	 TEM_VASOS 
img27_patch_110   	 TEM_VASOS 
img27_patch_111   	 TEM_VASOS 
img27_patch_112   	 NAO_TEM_VASOS 
img27_patch_113   	 NAO_TEM_VASOS 
img27_patch_114   	 TEM_VASOS 
img27_patch_115   	 TEM_VASOS 
img27_patch_116   	 NAO_TEM_VASOS 
img27_patch_117   	 NAO_TEM_VASOS 
img27_patch_118   	 TEM_VASOS 
img27_patch_119   	 NAO_TEM_VASOS 
img27_patch_120   	 NAO_TEM_VASOS 
img27_patch_121   	 NAO_TEM_VASOS 
img27_patch_122   	 NAO_TEM_VASOS 
img27_patch_123   	 NAO_TEM_VASOS 
img27_patch_124   	 TEM_VASOS 
img27_patch_125   	 TEM_VASOS 
img27_patch_126   	 TEM_VASOS 
img27_patch_127   	 TEM_VASOS 
img27_patch_128   	 TEM_VASOS 
img27_patch_129   	 TEM_VASOS 
img27_patch_130   	 TEM_VASOS 
img27_patch_131   	 NAO_TEM_VASOS 
img27_patch_132   	 TEM_VASOS 
img27_patch_133   	 TEM_VASOS 
img27_patch_134   	 NAO_TEM_VASOS 
img27_patch_135   	 TEM_VASOS 
img27_patch_136   	 TEM_VASOS 
img27_patch_137   	 NAO_TEM_VASOS 
img27_patch_138   	 NAO_TEM_VASOS 
img27_patch_139   	 NAO_TEM_VASOS 
img27_patch_140   	 NAO_TEM_VASOS 
img27_patch_141   	 TEM_VASOS 
img27_patch_142   	 TEM_VASOS 
img27_patch_143   	 NAO_TEM_VASOS 
img27_patch_144   	 TEM_VASOS 
img27_patch_145   	 TEM_VASOS 
img27_patch_146   	 NAO_TEM_VASOS 
img27_patch_147   	 NAO_TEM_VASOS 
img27_patch_148   	 TEM_VASOS 
img27_patch_149   	 TEM_VASOS 
img27_patch_150   	 TEM_VASOS 
img27_patch_151   	 TEM_VASOS 
img27_patch_152   	 TEM_VASOS 
img27_patch_153   	 TEM_VASOS 
img27_patch_154   	 TEM_VASOS 
img27_patch_155   	 TEM_VASOS 
img27_patch_156   	 NAO_TEM_VASOS 
img27_patch_157   	 NAO_TEM_VASOS 
img27_patch_158   	 NAO_TEM_VASOS 
img27_patch_159   	 TEM_VASOS 
img27_patch_160   	 TEM_VASOS 
img27_patch_161   	 TEM_VASOS 
img27_patch_162   	 TEM_VASOS 
img27_patch_163   	 TEM_VASOS 
img27_patch_164   	 NAO_TEM_VASOS 
img27_patch_165   	 NAO_TEM_VASOS 
img27_patch_166   	 NAO_TEM_VASOS 
img27_patch_167   	 TEM_VASOS 
img27_patch_168   	 NAO_TEM_VASOS 
img27_patch_169   	 TEM_VASOS 
img27_patch_170   	 TEM_VASOS 
img27_patch_171   	 TEM_VASOS 
img27_patch_172   	 TEM_VASOS 
img27_patch_173   	 TEM_VASOS 
img27_patch_174   	 TEM_VASOS 
img27_patch_175   	 NAO_TEM_VASOS 
img27_patch_176   	 NAO_TEM_VASOS 
img27_patch_177   	 TEM_VASOS 
img27_patch_178   	 TEM_VASOS 
img27_patch_179   	 TEM_VASOS 
img27_patch_180   	 TEM_VASOS 
img27_patch_181   	 TEM_VASOS 
img27_patch_182   	 NAO_TEM_VASOS 
img27_patch_183   	 TEM_VASOS 
img27_patch_184   	 NAO_TEM_VASOS 
img27_patch_185   	 NAO_TEM_VASOS 
img27_patch_186   	 TEM_VASOS 
img27_patch_187   	 TEM_VASOS 
img27_patch_188   	 TEM_VASOS 
img27_patch_189   	 TEM_VASOS 
img27_patch_190   	 TEM_VASOS 
img27_patch_191   	 NAO_TEM_VASOS 
img27_patch_192   	 NAO_TEM_VASOS 
img27_patch_193   	 NAO_TEM_VASOS 
img27_patch_194   	 NAO_TEM_VASOS 
img27_patch_195   	 NAO_TEM_VASOS 
img27_patch_196   	 NAO_TEM_VASOS 
img27_patch_197   	 TEM_VASOS 
img27_patch_198   	 TEM_VASOS 
img27_patch_199   	 TEM_VASOS 
img27_patch_200   	 TEM_VASOS 
img27_patch_201   	 NAO_TEM_VASOS 
img27_patch_202   	 NAO_TEM_VASOS 
img27_patch_203   	 TEM_VASOS 
img27_patch_204   	 NAO_TEM_VASOS 
img27_patch_205   	 TEM_VASOS 
img27_patch_206   	 TEM_VASOS 
img27_patch_207   	 NAO_TEM_VASOS 
img27_patch_208   	 NAO_TEM_VASOS 
img27_patch_209   	 TEM_VASOS 
img27_patch_210   	 TEM_VASOS 
img27_patch_211   	 NAO_TEM_VASOS 
img27_patch_212   	 NAO_TEM_VASOS 
img27_patch_213   	 TEM_VASOS 
img27_patch_214   	 TEM_VASOS 
img27_patch_215   	 TEM_VASOS 
img27_patch_216   	 NAO_TEM_VASOS 
img27_patch_217   	 NAO_TEM_VASOS 
img27_patch_218   	 TEM_VASOS 
img27_patch_219   	 TEM_VASOS 
img27_patch_220   	 TEM_VASOS 
img27_patch_221   	 NAO_TEM_VASOS 
img27_patch_222   	 TEM_VASOS 
img27_patch_223   	 TEM_VASOS 
img27_patch_224   	 NAO_TEM_VASOS 
img27_patch_225   	 TEM_VASOS 
img27_patch_226   	 TEM_VASOS 
img27_patch_227   	 TEM_VASOS 
img27_patch_228   	 TEM_VASOS 
img27_patch_229   	 TEM_VASOS 
img27_patch_230   	 TEM_VASOS 
img27_patch_231   	 TEM_VASOS 
img27_patch_232   	 TEM_VASOS 
img27_patch_233   	 TEM_VASOS 
img27_patch_234   	 NAO_TEM_VASOS 
img27_patch_235   	 TEM_VASOS 
img27_patch_236   	 TEM_VASOS 
img27_patch_237   	 TEM_VASOS 
img27_patch_238   	 TEM_VASOS 
img27_patch_239   	 NAO_TEM_VASOS 
img27_patch_240   	 TEM_VASOS 
img27_patch_241   	 TEM_VASOS 
img27_patch_242   	 TEM_VASOS 
img27_patch_243   	 TEM_VASOS 
img27_patch_244   	 TEM_VASOS 
img27_patch_245   	 NAO_TEM_VASOS 
img27_patch_246   	 NAO_TEM_VASOS 
img27_patch_247   	 NAO_TEM_VASOS 
img27_patch_248   	 TEM_VASOS 
img27_patch_249   	 NAO_TEM_VASOS 
img27_patch_250   	 TEM_VASOS 
img27_patch_251   	 TEM_VASOS 
img27_patch_252   	 TEM_VASOS 
img27_patch_253   	 TEM_VASOS 
img27_patch_254   	 TEM_VASOS 
img27_patch_255   	 TEM_VASOS 
img27_patch_256   	 TEM_VASOS 
img27_patch_257   	 NAO_TEM_VASOS 
img27_patch_258   	 NAO_TEM_VASOS 
img27_patch_259   	 NAO_TEM_VASOS 
img27_patch_260   	 NAO_TEM_VASOS 
img27_patch_261   	 TEM_VASOS 
img27_patch_262   	 TEM_VASOS 
img27_patch_263   	 TEM_VASOS 
img27_patch_264   	 TEM_VASOS 
img27_patch_265   	 TEM_VASOS 
img27_patch_266   	 TEM_VASOS 
img27_patch_267   	 TEM_VASOS 
img27_patch_268   	 TEM_VASOS 
img27_patch_269   	 NAO_TEM_VASOS 
img27_patch_270   	 TEM_VASOS 
img27_patch_271   	 NAO_TEM_VASOS 
